        Date        , GPU Clock [MHz] , Memory Clock [MHz] , UVD Clock [MHz] , UVD Clock [MHz] , GPU Temperature [°C] , GPU Temperature (Hot Spot) [°C] , Memory Temperature [°C] , GPU VRM Temperature [°C] , Mem1 VRM Temperature [°C] , Mem2 VRM Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , GPU Voltage [V] , Memory Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2024-07-24 08:10:35 ,        1595.0   ,           1746.0   ,         105.0   ,         102.0   ,               68.0   ,                          76.0   ,                  62.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         64   ,                       10   ,                       2992   ,                      460   ,                 136.0   ,         1.200   ,            0.850   ,               48.0   ,                  8670   ,
2024-07-24 08:10:36 ,        1271.0   ,           1744.0   ,         105.0   ,         102.0   ,               68.0   ,                          76.0   ,                  62.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         34   ,                        7   ,                       2993   ,                      460   ,                  84.0   ,         1.200   ,            0.850   ,               47.9   ,                  8664   ,
2024-07-24 08:10:37 ,        1359.0   ,           1748.0   ,         105.0   ,         102.0   ,               68.0   ,                          77.0   ,                  62.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         39   ,                        8   ,                       2993   ,                      460   ,                 108.0   ,         0.725   ,            0.850   ,               47.6   ,                  8664   ,
2024-07-24 08:10:38 ,        1200.0   ,           1744.0   ,         105.0   ,         102.0   ,               68.0   ,                          79.0   ,                  62.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         28   ,                        6   ,                       2993   ,                      460   ,                  88.0   ,         1.200   ,            0.850   ,               47.4   ,                  8668   ,
2024-07-24 08:10:39 ,        1263.0   ,           1748.0   ,         105.0   ,         102.0   ,               68.0   ,                          77.0   ,                  62.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         31   ,                        7   ,                       2994   ,                      460   ,                  95.0   ,         0.725   ,            0.850   ,               47.4   ,                  8669   ,
2024-07-24 08:10:40 ,        1585.0   ,           1750.0   ,         105.0   ,         102.0   ,               68.0   ,                          77.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         51   ,                       12   ,                       2991   ,                      460   ,                 132.0   ,         0.725   ,            0.850   ,               47.5   ,                  8670   ,
2024-07-24 08:10:41 ,        1590.0   ,           1748.0   ,         105.0   ,         102.0   ,               68.0   ,                          77.0   ,                  62.0   ,                   54.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         54   ,                       11   ,                       2993   ,                      460   ,                 134.0   ,         0.725   ,            0.850   ,               47.6   ,                  8663   ,
2024-07-24 08:10:42 ,        1549.0   ,           1744.0   ,         105.0   ,         102.0   ,               68.0   ,                          77.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         60   ,                       13   ,                       2993   ,                      460   ,                 129.0   ,         1.200   ,            0.850   ,               47.4   ,                  8665   ,
2024-07-24 08:10:43 ,        1392.0   ,           1744.0   ,         105.0   ,         102.0   ,               70.0   ,                          80.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              23   ,                 689   ,         43   ,                       11   ,                       2991   ,                      460   ,                 102.0   ,         1.200   ,            0.850   ,               47.5   ,                  8670   ,
2024-07-24 08:10:44 ,        1677.0   ,           1750.0   ,         105.0   ,         102.0   ,               69.0   ,                          79.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              28   ,                 855   ,         61   ,                       12   ,                       2976   ,                      460   ,                 150.0   ,         0.725   ,            0.850   ,               47.4   ,                  8675   ,
2024-07-24 08:10:45 ,        1439.0   ,           1744.0   ,         105.0   ,         102.0   ,               69.0   ,                          78.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              30   ,                 901   ,         50   ,                       10   ,                       2986   ,                      460   ,                 112.0   ,         1.200   ,            0.850   ,               47.3   ,                  8669   ,
2024-07-24 08:10:46 ,        1675.0   ,           1750.0   ,         105.0   ,         102.0   ,               70.0   ,                          80.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,              31   ,                 938   ,         60   ,                       10   ,                       2993   ,                      460   ,                 146.0   ,         0.725   ,            0.850   ,               48.0   ,                  8670   ,
2024-07-24 08:10:47 ,        1616.0   ,           1746.0   ,         105.0   ,         102.0   ,               68.0   ,                          77.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              32   ,                 965   ,         63   ,                       12   ,                       2993   ,                      460   ,                 139.0   ,         0.725   ,            0.850   ,               48.0   ,                  8676   ,
2024-07-24 08:10:48 ,        1096.0   ,           1748.0   ,         105.0   ,         102.0   ,               68.0   ,                          72.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              33   ,                1004   ,         17   ,                        5   ,                       2993   ,                      460   ,                  71.0   ,         0.725   ,            0.850   ,               47.8   ,                  8679   ,
2024-07-24 08:10:49 ,        1475.0   ,           1748.0   ,         105.0   ,         102.0   ,               68.0   ,                          71.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              35   ,                1056   ,         44   ,                       10   ,                       2994   ,                      460   ,                 115.0   ,         0.725   ,            0.850   ,               47.5   ,                  8670   ,
2024-07-24 08:10:50 ,        1329.0   ,           1744.0   ,         105.0   ,         102.0   ,               68.0   ,                          73.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              36   ,                1097   ,         41   ,                        8   ,                       2993   ,                      460   ,                  96.0   ,         1.200   ,            0.850   ,               47.1   ,                  8675   ,
2024-07-24 08:10:51 ,        1449.0   ,           1748.0   ,         105.0   ,         102.0   ,               68.0   ,                          75.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1160   ,         42   ,                        8   ,                       2992   ,                      460   ,                 114.0   ,         0.725   ,            0.850   ,               46.9   ,                  8680   ,
2024-07-24 08:10:52 ,        1573.0   ,           1746.0   ,         105.0   ,         102.0   ,               67.0   ,                          74.0   ,                  64.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              40   ,                1211   ,         61   ,                       12   ,                       2992   ,                      460   ,                 130.0   ,         0.725   ,            0.850   ,               46.6   ,                  8674   ,
2024-07-24 08:10:53 ,        1463.0   ,           1744.0   ,         105.0   ,         102.0   ,               67.0   ,                          74.0   ,                  64.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              41   ,                1238   ,         52   ,                        9   ,                       2991   ,                      460   ,                 113.0   ,         1.200   ,            0.850   ,               46.6   ,                  8674   ,
2024-07-24 08:10:54 ,        1246.0   ,           1748.0   ,         105.0   ,         102.0   ,               68.0   ,                          76.0   ,                  64.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              42   ,                1253   ,         29   ,                        6   ,                       2992   ,                      460   ,                  92.0   ,         0.725   ,            0.850   ,               46.4   ,                  8679   ,
2024-07-24 08:10:55 ,        1477.0   ,           1750.0   ,         105.0   ,         102.0   ,               67.0   ,                          74.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,              41   ,                1239   ,         46   ,                        9   ,                       2992   ,                      460   ,                 120.0   ,         0.725   ,            0.850   ,               46.3   ,                  8678   ,
2024-07-24 08:10:56 ,        1213.0   ,           1748.0   ,         105.0   ,         102.0   ,               67.0   ,                          75.0   ,                  64.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              41   ,                1238   ,         28   ,                        6   ,                       2975   ,                      460   ,                  87.0   ,         0.725   ,            0.850   ,               46.0   ,                  8672   ,
2024-07-24 08:10:57 ,        1341.0   ,           1748.0   ,         105.0   ,         102.0   ,               67.0   ,                          77.0   ,                  64.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              41   ,                1222   ,         37   ,                        8   ,                       2978   ,                      460   ,                 107.0   ,         0.725   ,            0.850   ,               45.9   ,                  8673   ,
2024-07-24 08:10:58 ,        1477.0   ,           1744.0   ,         105.0   ,         102.0   ,               67.0   ,                          73.0   ,                  64.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              40   ,                1215   ,         54   ,                        8   ,                       2979   ,                      460   ,                 112.0   ,         1.200   ,            0.850   ,               45.6   ,                  8678   ,
2024-07-24 08:10:59 ,        1582.0   ,           1744.0   ,         105.0   ,         102.0   ,               67.0   ,                          73.0   ,                  64.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              40   ,                1199   ,         45   ,                        8   ,                       2994   ,                      460   ,                  96.0   ,         1.200   ,            0.850   ,               46.3   ,                  8680   ,
2024-07-24 08:11:00 ,        1394.0   ,           1750.0   ,         105.0   ,         102.0   ,               67.0   ,                          74.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              40   ,                1198   ,         40   ,                        8   ,                       3002   ,                      460   ,                 108.0   ,         0.725   ,            0.850   ,               46.6   ,                  8674   ,
2024-07-24 08:11:01 ,        1536.0   ,           1744.0   ,         105.0   ,         102.0   ,               66.0   ,                          73.0   ,                  64.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              40   ,                1207   ,         60   ,                       12   ,                       2996   ,                      460   ,                 124.0   ,         1.200   ,            0.850   ,               47.1   ,                  8674   ,
2024-07-24 08:11:02 ,        1626.0   ,           1746.0   ,         105.0   ,         102.0   ,               66.0   ,                          73.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              40   ,                1200   ,         66   ,                       13   ,                       2999   ,                      460   ,                 140.0   ,         0.725   ,            0.850   ,               47.5   ,                  8675   ,
2024-07-24 08:11:03 ,        1196.0   ,           1752.0   ,         105.0   ,         102.0   ,               66.0   ,                          75.0   ,                  64.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              39   ,                1185   ,         27   ,                        5   ,                       2999   ,                      460   ,                  84.0   ,         1.200   ,            0.850   ,               47.9   ,                  8679   ,
2024-07-24 08:11:04 ,        1380.0   ,           1746.0   ,         105.0   ,         102.0   ,               66.0   ,                          74.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1187   ,         37   ,                        8   ,                       2997   ,                      460   ,                 107.0   ,         0.725   ,            0.850   ,               47.9   ,                  8673   ,
2024-07-24 08:11:05 ,        1437.0   ,           1744.0   ,         105.0   ,         102.0   ,               66.0   ,                          72.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1187   ,         50   ,                        8   ,                       2995   ,                      460   ,                 106.0   ,         1.200   ,            0.850   ,               48.0   ,                  8673   ,
2024-07-24 08:11:06 ,        1139.0   ,           1742.0   ,         105.0   ,         102.0   ,               66.0   ,                          73.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1182   ,         23   ,                        4   ,                       2992   ,                      460   ,                  77.0   ,         1.200   ,            0.850   ,               48.1   ,                  8675   ,
2024-07-24 08:11:07 ,        1217.0   ,           1748.0   ,         105.0   ,         102.0   ,               66.0   ,                          74.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1182   ,         28   ,                        5   ,                       2992   ,                      460   ,                  86.0   ,         0.725   ,            0.850   ,               48.0   ,                  8675   ,
2024-07-24 08:11:08 ,        1588.0   ,           1750.0   ,         105.0   ,         102.0   ,               66.0   ,                          72.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1182   ,         54   ,                       11   ,                       3029   ,                      460   ,                 129.0   ,         0.725   ,            0.850   ,               48.8   ,                  8674   ,
2024-07-24 08:11:09 ,        1614.0   ,           1746.0   ,         105.0   ,         102.0   ,               65.0   ,                          73.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1179   ,         52   ,                       11   ,                       3054   ,                      460   ,                 124.0   ,         1.200   ,            0.850   ,               49.0   ,                  8676   ,
2024-07-24 08:11:10 ,        1450.0   ,           1744.0   ,         105.0   ,         102.0   ,               66.0   ,                          72.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1176   ,         51   ,                       10   ,                       3057   ,                      460   ,                 110.0   ,         1.200   ,            0.850   ,               49.1   ,                  8681   ,
2024-07-24 08:11:11 ,        1304.0   ,           1742.0   ,         105.0   ,         102.0   ,               65.0   ,                          72.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1182   ,         26   ,                        5   ,                       3066   ,                      460   ,                  81.0   ,         1.200   ,            0.850   ,               49.5   ,                  8677   ,
2024-07-24 08:11:12 ,        1159.0   ,           1748.0   ,         105.0   ,         102.0   ,               64.0   ,                          68.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,              39   ,                1177   ,         23   ,                        6   ,                       3029   ,                      460   ,                  79.0   ,         0.725   ,            0.850   ,               49.9   ,                  8679   ,
2024-07-24 08:11:13 ,        1230.0   ,           1742.0   ,         105.0   ,         102.0   ,               64.0   ,                          68.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              39   ,                1182   ,         32   ,                        7   ,                       3018   ,                      460   ,                  75.0   ,         1.200   ,            0.850   ,               49.8   ,                  8679   ,
2024-07-24 08:11:14 ,        1490.0   ,           1750.0   ,         105.0   ,         102.0   ,               65.0   ,                          73.0   ,                  64.0   ,                   54.0   ,                     0.0   ,                     0.0   ,              39   ,                1175   ,         47   ,                       10   ,                       2998   ,                      460   ,                 124.0   ,         0.725   ,            0.850   ,               50.4   ,                  8681   ,
2024-07-24 08:11:15 ,        1572.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          73.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,              38   ,                1158   ,         53   ,                       12   ,                       2996   ,                      460   ,                 130.0   ,         0.725   ,            0.850   ,               50.3   ,                  8679   ,
2024-07-24 08:11:16 ,        1552.0   ,           1744.0   ,         105.0   ,         102.0   ,               64.0   ,                          72.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              38   ,                1140   ,         61   ,                       14   ,                       2996   ,                      460   ,                 125.0   ,         1.200   ,            0.850   ,               50.0   ,                  8677   ,
2024-07-24 08:11:17 ,        1238.0   ,           1748.0   ,         105.0   ,         102.0   ,               64.0   ,                          71.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              37   ,                1123   ,         30   ,                        7   ,                       2993   ,                      460   ,                  89.0   ,         0.725   ,            0.850   ,               49.8   ,                  8686   ,
2024-07-24 08:11:18 ,        1538.0   ,           1744.0   ,         105.0   ,         102.0   ,               65.0   ,                          72.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              37   ,                1102   ,         60   ,                       10   ,                       2991   ,                      460   ,                 121.0   ,         1.200   ,            0.850   ,               49.6   ,                  8686   ,
2024-07-24 08:11:19 ,        1156.0   ,           1744.0   ,         105.0   ,         102.0   ,               64.0   ,                          70.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              36   ,                1077   ,         27   ,                        7   ,                       2993   ,                      460   ,                  72.0   ,         1.200   ,            0.850   ,               49.5   ,                  8678   ,
2024-07-24 08:11:20 ,        1304.0   ,           1748.0   ,         105.0   ,         102.0   ,               64.0   ,                          71.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              35   ,                1064   ,         34   ,                        8   ,                       2990   ,                      460   ,                  98.0   ,         0.725   ,            0.850   ,               49.1   ,                  8678   ,
2024-07-24 08:11:21 ,        1566.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          70.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              34   ,                1039   ,         52   ,                       11   ,                       2992   ,                      460   ,                 130.0   ,         0.725   ,            0.850   ,               48.8   ,                  8686   ,
2024-07-24 08:11:22 ,        1257.0   ,           1744.0   ,         105.0   ,         102.0   ,               64.0   ,                          68.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              34   ,                1022   ,         35   ,                        8   ,                       2992   ,                      460   ,                  82.0   ,         1.200   ,            0.850   ,               48.5   ,                  8687   ,
2024-07-24 08:11:23 ,        1142.0   ,           1742.0   ,         105.0   ,         102.0   ,               64.0   ,                          70.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              33   ,                 995   ,         26   ,                        6   ,                       2989   ,                      460   ,                  70.0   ,         1.200   ,            0.850   ,               48.4   ,                  8679   ,
2024-07-24 08:11:24 ,        1379.0   ,           1744.0   ,         105.0   ,         102.0   ,               63.0   ,                          68.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         46   ,                        9   ,                       2992   ,                      460   ,                 103.0   ,         1.200   ,            0.850   ,               48.3   ,                  8680   ,
2024-07-24 08:11:25 ,        1413.0   ,           1746.0   ,         105.0   ,         102.0   ,               63.0   ,                          68.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         49   ,                       12   ,                       2992   ,                      460   ,                 112.0   ,         1.200   ,            0.850   ,               48.1   ,                  8687   ,
2024-07-24 08:11:26 ,        1452.0   ,           1744.0   ,         105.0   ,         102.0   ,               63.0   ,                          69.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         52   ,                        9   ,                       2992   ,                      460   ,                 109.0   ,         1.200   ,            0.850   ,               47.9   ,                  8680   ,
2024-07-24 08:11:27 ,        1140.0   ,           1748.0   ,         105.0   ,         102.0   ,               63.0   ,                          71.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         23   ,                        5   ,                       2992   ,                      460   ,                  77.0   ,         1.200   ,            0.850   ,               47.9   ,                  8680   ,
2024-07-24 08:11:28 ,        1318.0   ,           1748.0   ,         105.0   ,         102.0   ,               64.0   ,                          70.0   ,                  64.0   ,                   54.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         34   ,                        8   ,                       2992   ,                      460   ,                  99.0   ,         0.725   ,            0.850   ,               48.3   ,                  8684   ,
2024-07-24 08:11:29 ,        1441.0   ,           1744.0   ,         105.0   ,         102.0   ,               65.0   ,                          74.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         50   ,                        9   ,                       2994   ,                      460   ,                 110.0   ,         1.200   ,            0.850   ,               48.1   ,                  8686   ,
2024-07-24 08:11:30 ,        1254.0   ,           1742.0   ,         105.0   ,         102.0   ,               65.0   ,                          73.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         34   ,                        6   ,                       2996   ,                      460   ,                  89.0   ,         1.200   ,            0.850   ,               47.8   ,                  8683   ,
2024-07-24 08:11:31 ,        1260.0   ,           1748.0   ,         105.0   ,         102.0   ,               65.0   ,                          74.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         32   ,                        6   ,                       2996   ,                      460   ,                  92.0   ,         0.725   ,            0.850   ,               47.6   ,                  8683   ,
2024-07-24 08:11:32 ,        1456.0   ,           1750.0   ,         105.0   ,         102.0   ,               65.0   ,                          74.0   ,                  64.0   ,                   54.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         45   ,                        8   ,                       2998   ,                      460   ,                 115.0   ,         0.725   ,            0.850   ,               47.4   ,                  8689   ,
2024-07-24 08:11:33 ,        1614.0   ,           1750.0   ,         105.0   ,         102.0   ,               65.0   ,                          72.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         56   ,                       12   ,                       2997   ,                      460   ,                 136.0   ,         0.725   ,            0.850   ,               49.4   ,                  8713   ,
2024-07-24 08:11:34 ,        1593.0   ,           1744.0   ,         105.0   ,         102.0   ,               65.0   ,                          74.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         63   ,                        9   ,                       2996   ,                      460   ,                 129.0   ,         1.200   ,            0.850   ,               49.6   ,                  8715   ,
2024-07-24 08:11:35 ,        1677.0   ,           1746.0   ,         105.0   ,         102.0   ,               66.0   ,                          75.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         71   ,                       14   ,                       2489   ,                      460   ,                 145.0   ,         1.200   ,            0.850   ,               51.5   ,                  8376   ,
2024-07-24 08:11:36 ,        1356.0   ,           1748.0   ,         105.0   ,         102.0   ,               66.0   ,                          75.0   ,                  64.0   ,                   54.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         39   ,                        9   ,                       2666   ,                      460   ,                 112.0   ,         0.725   ,            0.850   ,               59.0   ,                  8349   ,
2024-07-24 08:11:37 ,         101.0   ,           1748.0   ,         105.0   ,         102.0   ,               62.0   ,                          63.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          4   ,                        3   ,                       2666   ,                      460   ,                  42.0   ,         0.725   ,            0.850   ,               57.5   ,                  8348   ,
2024-07-24 08:11:38 ,          55.0   ,           1748.0   ,         105.0   ,         102.0   ,               62.0   ,                          62.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          2   ,                        2   ,                       2666   ,                      460   ,                  40.0   ,         0.725   ,            0.850   ,               55.9   ,                  8350   ,
2024-07-24 08:11:39 ,          99.0   ,           1746.0   ,         105.0   ,         102.0   ,               61.0   ,                          62.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          3   ,                        3   ,                       2666   ,                      460   ,                  43.0   ,         0.725   ,            0.850   ,               54.5   ,                  8346   ,
2024-07-24 08:11:40 ,         120.0   ,           1746.0   ,         105.0   ,         102.0   ,               62.0   ,                          62.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          6   ,                        4   ,                       2666   ,                      460   ,                  45.0   ,         0.725   ,            0.850   ,               53.1   ,                  8349   ,
2024-07-24 08:11:41 ,          45.0   ,           1746.0   ,         105.0   ,         102.0   ,               62.0   ,                          62.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        1   ,                       2666   ,                      460   ,                  38.0   ,         0.725   ,            0.850   ,               52.0   ,                  8346   ,
2024-07-24 08:11:42 ,        1483.0   ,           1746.0   ,         105.0   ,         102.0   ,               65.0   ,                          74.0   ,                  64.0   ,                   54.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         46   ,                        9   ,                       2667   ,                      460   ,                 126.0   ,         0.725   ,            0.850   ,               51.1   ,                  8344   ,
2024-07-24 08:11:43 ,          93.0   ,           1746.0   ,         105.0   ,         102.0   ,               63.0   ,                          63.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        2   ,                       2667   ,                      460   ,                  40.0   ,         0.725   ,            0.850   ,               50.3   ,                  8343   ,
2024-07-24 08:11:44 ,          28.0   ,           1746.0   ,         105.0   ,         102.0   ,               62.0   ,                          62.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       2667   ,                      460   ,                  36.0   ,         0.725   ,            0.850   ,               49.5   ,                  8283   ,
2024-07-24 08:11:45 ,        1413.0   ,           1744.0   ,         105.0   ,         102.0   ,               65.0   ,                          72.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         49   ,                        7   ,                       2667   ,                      460   ,                 114.0   ,         1.200   ,            0.850   ,               49.4   ,                  8280   ,
2024-07-24 08:11:46 ,          84.0   ,           1748.0   ,         105.0   ,         102.0   ,               63.0   ,                          64.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          3   ,                        2   ,                       2671   ,                      460   ,                  41.0   ,         0.725   ,            0.850   ,               48.8   ,                  8279   ,
2024-07-24 08:11:47 ,        1517.0   ,           1744.0   ,         105.0   ,         102.0   ,               65.0   ,                          73.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         56   ,                       10   ,                       2676   ,                      396   ,                 129.0   ,         1.200   ,            0.850   ,               49.1   ,                  8281   ,
2024-07-24 08:11:48 ,        1206.0   ,           1742.0   ,         105.0   ,         102.0   ,               67.0   ,                          76.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         31   ,                        6   ,                       2676   ,                      396   ,                  81.0   ,         1.200   ,            0.850   ,               48.6   ,                  8279   ,
2024-07-24 08:11:49 ,        1497.0   ,           1750.0   ,         105.0   ,         102.0   ,               67.0   ,                          75.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         45   ,                       10   ,                       2676   ,                      396   ,                 128.0   ,         0.725   ,            0.850   ,               48.0   ,                  8281   ,
2024-07-24 08:11:50 ,        1347.0   ,           1744.0   ,         105.0   ,         102.0   ,               67.0   ,                          75.0   ,                  64.0   ,                   56.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         44   ,                        8   ,                       2677   ,                      396   ,                 103.0   ,         1.200   ,            0.850   ,               47.5   ,                  8280   ,
2024-07-24 08:11:51 ,          60.0   ,           1748.0   ,         105.0   ,         102.0   ,               63.0   ,                          63.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          0   ,                        1   ,                       2677   ,                      372   ,                  38.0   ,         0.725   ,            0.850   ,               47.0   ,                  8279   ,
2024-07-24 08:11:52 ,          27.0   ,           1748.0   ,         105.0   ,         102.0   ,               63.0   ,                          63.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       2677   ,                      372   ,                  36.0   ,         0.725   ,            0.850   ,               46.5   ,                  8279   ,
2024-07-24 08:11:53 ,          29.0   ,           1748.0   ,         105.0   ,         102.0   ,               63.0   ,                          63.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       2677   ,                      372   ,                  36.0   ,         0.725   ,            0.850   ,               51.1   ,                  8220   ,
2024-07-24 08:11:54 ,        1607.0   ,           1750.0   ,         105.0   ,         102.0   ,               67.0   ,                          77.0   ,                  64.0   ,                   53.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         52   ,                       12   ,                       2677   ,                      372   ,                 143.0   ,         0.725   ,            0.850   ,               50.4   ,                  8220   ,
2024-07-24 08:11:55 ,        1529.0   ,           1744.0   ,         105.0   ,         102.0   ,               67.0   ,                          77.0   ,                  64.0   ,                   55.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         59   ,                        9   ,                       2685   ,                      372   ,                 132.0   ,         1.200   ,            0.850   ,               49.8   ,                  8218   ,
2024-07-24 08:11:56 ,        1367.0   ,           1748.0   ,         105.0   ,         102.0   ,               67.0   ,                          76.0   ,                  64.0   ,                   54.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         36   ,                        9   ,                       2685   ,                      372   ,                 112.0   ,         0.725   ,            0.850   ,               49.3   ,                  8218   ,
2024-07-24 08:11:57 ,        1492.0   ,           1750.0   ,         105.0   ,         102.0   ,               68.0   ,                          77.0   ,                  64.0   ,                   53.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         48   ,                       10   ,                       2685   ,                      372   ,                 130.0   ,         0.725   ,            0.850   ,               48.5   ,                  8219   ,
